Date,Country,Virus ,Cuml.Confirmed,Cuml.Deaths,Cuml.Recovered,Province.State
4/30/03,Malaysia,SARS,6,2,3,Not Recorded
4/30/03,Mongolia,SARS,6,0,3,Not Recorded
4/30/03,Philippines,SARS,4,2,1,Not Recorded
4/30/03,Ireland,SARS,1,0,1,Not Recorded
4/30/03,South Korea,SARS,1,0,0,Not Recorded
4/30/03,Romania,SARS,1,0,1,Not Recorded
4/30/03,Singapore,SARS,201,24,139,Not Recorded
4/30/03,South Africa,SARS,1,0,0,Not Recorded
4/30/03,Spain,SARS,1,0,1,Not Recorded
4/30/03,Sweden,SARS,3,0,2,Not Recorded
4/30/03,Switzerland,SARS,1,0,1,Not Recorded
4/30/03,Thailand,SARS,7,2,5,Not Recorded
4/30/03,UK,SARS,6,0,6,Not Recorded
4/30/03,US,SARS,52,0,0,Not Recorded
4/30/03,Vietnam,SARS,63,5,53,Not Recorded
5/1/03,Brazil,SARS,2,0,2,Not Recorded
5/1/03,Bulgaria,SARS,1,0,0,Not Recorded
5/1/03,Canada,SARS,147,20,87,Not Recorded
5/1/03,China,SARS,3638,170,1351,Not Recorded
5/1/03,Hong Kong,SARS,1600,162,834,Not Recorded
5/1/03,Macau,SARS,1,0,0,Not Recorded
5/1/03,Taiwan,SARS,89,3,25,Not Recorded
5/1/03,France,SARS,5,0,1,Not Recorded
5/1/03,Germany,SARS,7,0,7,Not Recorded
5/1/03,Indonesia,SARS,2,0,1,Not Recorded
5/1/03,Italy,SARS,9,0,4,Not Recorded
5/1/03,Japan,SARS,2,0,0,Not Recorded
5/1/03,Kuwait,SARS,1,0,1,Not Recorded
5/1/03,Malaysia,SARS,6,2,3,Not Recorded
5/1/03,Mongolia,SARS,6,0,3,Not Recorded
5/1/03,Philippines,SARS,4,2,1,Not Recorded
5/1/03,Poland,SARS,1,0,0,Not Recorded
5/1/03,Ireland,SARS,1,0,1,Not Recorded
5/1/03,South Korea,SARS,1,0,0,Not Recorded
5/1/03,Romania,SARS,1,0,1,Not Recorded
5/1/03,Singapore,SARS,201,25,143,Not Recorded
5/1/03,South Africa,SARS,1,0,0,Not Recorded
5/1/03,Spain,SARS,1,0,1,Not Recorded
5/1/03,Sweden,SARS,3,0,2,Not Recorded
5/1/03,Switzerland,SARS,1,0,1,Not Recorded
5/1/03,Thailand,SARS,7,2,5,Not Recorded
5/1/03,UK,SARS,6,0,6,Not Recorded
5/1/03,US,SARS,54,0,23,Not Recorded
5/1/03,Vietnam,SARS,63,5,56,Not Recorded
5/2/03,Brazil,SARS,2,0,2,Not Recorded
5/2/03,Bulgaria,SARS,1,0,0,Not Recorded
5/2/03,Canada,SARS,149,22,93,Not Recorded
5/2/03,China,SARS,3799,181,1372,Not Recorded
5/2/03,Hong Kong,SARS,1611,170,878,Not Recorded
5/2/03,Macau,SARS,1,0,0,Not Recorded
5/2/03,Taiwan,SARS,100,8,25,Not Recorded
5/2/03,France,SARS,5,0,4,Not Recorded
5/2/03,Germany,SARS,7,0,7,Not Recorded
5/2/03,Indonesia,SARS,2,0,1,Not Recorded
5/2/03,Italy,SARS,9,0,4,Not Recorded
5/2/03,Kuwait,SARS,1,0,1,Not Recorded
5/2/03,Malaysia,SARS,6,2,3,Not Recorded
5/2/03,Mongolia,SARS,8,0,4,Not Recorded
5/2/03,New Zealand,SARS,1,0,1,Not Recorded
5/2/03,Philippines,SARS,3,2,1,Not Recorded
5/2/03,Poland,SARS,1,0,0,Not Recorded
5/2/03,Ireland,SARS,1,0,1,Not Recorded
5/2/03,South Korea,SARS,1,0,0,Not Recorded
5/2/03,Romania,SARS,1,0,1,Not Recorded
5/2/03,Singapore,SARS,203,25,146,Not Recorded
5/2/03,South Africa,SARS,1,0,0,Not Recorded
5/2/03,Spain,SARS,1,0,1,Not Recorded
5/2/03,Sweden,SARS,3,0,2,Not Recorded
5/2/03,Switzerland,SARS,1,0,1,Not Recorded
5/2/03,Thailand,SARS,7,2,5,Not Recorded
5/2/03,UK,SARS,6,0,6,Not Recorded
5/2/03,US,SARS,56,0,24,Not Recorded
5/2/03,Vietnam,SARS,63,5,56,Not Recorded
5/3/03,Brazil,SARS,2,0,2,Not Recorded
5/3/03,Bulgaria,SARS,1,0,0,Not Recorded
5/3/03,Canada,SARS,149,22,94,Not Recorded
5/3/03,China,SARS,3971,190,1406,Not Recorded
5/3/03,Hong Kong,SARS,1621,179,898,Not Recorded
5/3/03,Macau,SARS,1,0,0,Not Recorded
5/3/03,Taiwan,SARS,100,8,25,Not Recorded
5/3/03,France,SARS,5,0,4,Not Recorded
5/3/03,Germany,SARS,7,0,7,Not Recorded
5/3/03,Indonesia,SARS,2,0,1,Not Recorded
5/3/03,Italy,SARS,9,0,4,Not Recorded
5/3/03,Kuwait,SARS,1,0,1,Not Recorded
5/3/03,Malaysia,SARS,6,2,3,Not Recorded
5/3/03,Mongolia,SARS,8,0,4,Not Recorded
5/3/03,New Zealand,SARS,1,0,1,Not Recorded
5/3/03,Philippines,SARS,3,2,1,Not Recorded
5/3/03,Poland,SARS,1,0,0,Not Recorded
5/3/03,Ireland,SARS,1,0,1,Not Recorded
5/3/03,South Korea,SARS,1,0,0,Not Recorded
5/3/03,Romania,SARS,1,0,1,Not Recorded
5/3/03,Singapore,SARS,203,25,147,Not Recorded
5/3/03,South Africa,SARS,1,0,1,Not Recorded
5/3/03,Spain,SARS,1,0,1,Not Recorded
5/3/03,Sweden,SARS,3,0,2,Not Recorded
5/3/03,Switzerland,SARS,1,0,1,Not Recorded
5/3/03,Thailand,SARS,7,2,5,Not Recorded
5/3/03,UK,SARS,6,0,6,Not Recorded
5/3/03,US,SARS,54,0,24,Not Recorded
5/3/03,Vietnam,SARS,63,5,58,Not Recorded
5/5/03,Brazil,SARS,2,0,2,Not Recorded
5/5/03,Bulgaria,SARS,1,0,0,Not Recorded
5/5/03,Canada,SARS,148,22,93,Not Recorded
5/5/03,China,SARS,4280,206,1433,Not Recorded
5/5/03,Hong Kong,SARS,1637,187,930,Not Recorded
5/5/03,Macau,SARS,1,0,0,Not Recorded
5/5/03,Taiwan,SARS,116,8,25,Not Recorded
5/5/03,France,SARS,5,0,4,Not Recorded
5/5/03,Germany,SARS,7,0,7,Not Recorded
5/5/03,Indonesia,SARS,2,0,1,Not Recorded
5/5/03,Italy,SARS,9,0,4,Not Recorded
5/5/03,Kuwait,SARS,1,0,1,Not Recorded
5/5/03,Malaysia,SARS,7,2,4,Not Recorded
5/5/03,Mongolia,SARS,8,0,4,Not Recorded
5/5/03,New Zealand,SARS,1,0,1,Not Recorded
5/5/03,Philippines,SARS,3,2,1,Not Recorded
5/5/03,Poland,SARS,1,0,0,Not Recorded
5/5/03,Ireland,SARS,1,0,1,Not Recorded
5/5/03,South Korea,SARS,1,0,0,Not Recorded
5/5/03,Romania,SARS,1,0,1,Not Recorded
5/5/03,Singapore,SARS,204,26,149,Not Recorded
5/5/03,South Africa,SARS,1,1,0,Not Recorded
5/5/03,Spain,SARS,1,0,1,Not Recorded
5/5/03,Sweden,SARS,3,0,2,Not Recorded
5/5/03,Switzerland,SARS,1,0,1,Not Recorded
5/5/03,Thailand,SARS,7,2,5,Not Recorded
5/5/03,UK,SARS,6,0,6,Not Recorded
5/5/03,US,SARS,61,0,26,Not Recorded
5/5/03,Vietnam,SARS,63,5,58,Not Recorded
5/6/03,Brazil,SARS,2,0,2,Not Recorded
5/6/03,Bulgaria,SARS,1,0,0,Not Recorded
5/6/03,Canada,SARS,148,22,93,Not Recorded
5/6/03,China,SARS,4409,214,1460,Not Recorded
5/6/03,Hong Kong,SARS,1646,193,958,Not Recorded
5/6/03,Macau,SARS,1,0,0,Not Recorded
5/6/03,Taiwan,SARS,116,10,25,Not Recorded
5/6/03,Colombia,SARS,1,0,1,Not Recorded
5/6/03,France,SARS,5,0,4,Not Recorded
5/6/03,Germany,SARS,7,0,7,Not Recorded
5/6/03,India,SARS,1,0,0,Not Recorded
5/6/03,Indonesia,SARS,2,0,1,Not Recorded
5/6/03,Italy,SARS,9,0,4,Not Recorded
5/6/03,Kuwait,SARS,1,0,1,Not Recorded
5/6/03,Malaysia,SARS,7,2,4,Not Recorded
5/6/03,Mongolia,SARS,8,0,4,Not Recorded
5/6/03,New Zealand,SARS,1,0,1,Not Recorded
5/6/03,Philippines,SARS,3,2,1,Not Recorded
5/6/03,Poland,SARS,1,0,0,Not Recorded
5/6/03,Ireland,SARS,1,0,1,Not Recorded
5/6/03,South Korea,SARS,1,0,0,Not Recorded
5/6/03,Romania,SARS,1,0,1,Not Recorded
5/6/03,Singapore,SARS,204,27,149,Not Recorded
5/6/03,South Africa,SARS,1,1,0,Not Recorded
5/6/03,Spain,SARS,1,0,1,Not Recorded
5/6/03,Sweden,SARS,3,0,2,Not Recorded
5/6/03,Switzerland,SARS,1,0,1,Not Recorded
5/6/03,Thailand,SARS,7,2,5,Not Recorded
5/6/03,UK,SARS,6,0,6,Not Recorded
5/6/03,US,SARS,65,0,32,Not Recorded
5/6/03,Vietnam,SARS,63,5,58,Not Recorded
5/7/03,Brazil,SARS,2,0,2,Not Recorded
5/7/03,Bulgaria,SARS,1,0,0,Not Recorded
5/7/03,Canada,SARS,146,22,93,Not Recorded
5/7/03,China,SARS,4560,219,1487,Not Recorded
5/7/03,Hong Kong,SARS,1654,204,984,Not Recorded
5/7/03,Macau,SARS,1,0,0,Not Recorded
5/7/03,Taiwan,SARS,125,11,26,Not Recorded
5/7/03,Colombia,SARS,1,0,1,Not Recorded
5/7/03,France,SARS,6,0,4,Not Recorded
5/7/03,Germany,SARS,8,0,7,Not Recorded
5/7/03,India,SARS,1,0,0,Not Recorded
5/7/03,Indonesia,SARS,2,0,1,Not Recorded
5/7/03,Italy,SARS,9,0,5,Not Recorded
5/7/03,Kuwait,SARS,1,0,1,Not Recorded
5/7/03,Malaysia,SARS,7,2,4,Not Recorded
5/7/03,Mongolia,SARS,9,0,6,Not Recorded
5/7/03,New Zealand,SARS,1,0,1,Not Recorded
5/7/03,Philippines,SARS,10,2,2,Not Recorded
5/7/03,Poland,SARS,1,0,0,Not Recorded
5/7/03,Ireland,SARS,1,0,1,Not Recorded
5/7/03,South Korea,SARS,1,0,0,Not Recorded
5/7/03,Romania,SARS,1,0,1,Not Recorded
5/7/03,Singapore,SARS,204,27,150,Not Recorded
5/7/03,South Africa,SARS,1,1,0,Not Recorded
5/7/03,Spain,SARS,1,0,1,Not Recorded
5/7/03,Sweden,SARS,3,0,2,Not Recorded
5/7/03,Switzerland,SARS,1,0,1,Not Recorded
5/7/03,Thailand,SARS,7,2,5,Not Recorded
5/7/03,UK,SARS,6,0,6,Not Recorded
5/7/03,US,SARS,65,0,32,Not Recorded
5/7/03,Vietnam,SARS,63,5,58,Not Recorded
5/8/03,Brazil,SARS,2,0,2,Not Recorded
5/8/03,Bulgaria,SARS,1,0,0,Not Recorded
5/8/03,Canada,SARS,146,22,95,Not Recorded
5/8/03,China,SARS,4698,224,1529,Not Recorded
5/8/03,Hong Kong,SARS,1661,208,1008,Not Recorded
5/8/03,Macau,SARS,1,0,0,Not Recorded
5/8/03,Taiwan,SARS,131,13,26,Not Recorded
5/8/03,Colombia,SARS,1,0,1,Not Recorded
5/8/03,Finland,SARS,1,0,0,Not Recorded
5/8/03,France,SARS,6,0,4,Not Recorded
5/8/03,Germany,SARS,8,0,7,Not Recorded
5/8/03,India,SARS,1,0,0,Not Recorded
5/8/03,Indonesia,SARS,2,0,1,Not Recorded
5/8/03,Italy,SARS,9,0,6,Not Recorded
5/8/03,Kuwait,SARS,1,0,1,Not Recorded
5/8/03,Malaysia,SARS,7,2,4,Not Recorded
5/8/03,Mongolia,SARS,9,0,6,Not Recorded
5/8/03,New Zealand,SARS,1,0,1,Not Recorded
5/8/03,Philippines,SARS,10,2,2,Not Recorded
5/8/03,Poland,SARS,1,0,0,Not Recorded
5/8/03,Ireland,SARS,1,0,1,Not Recorded
5/8/03,South Korea,SARS,1,0,1,Not Recorded
5/8/03,Romania,SARS,1,0,1,Not Recorded
5/8/03,Singapore,SARS,204,27,153,Not Recorded
5/8/03,South Africa,SARS,1,1,0,Not Recorded
5/8/03,Spain,SARS,1,0,1,Not Recorded
5/8/03,Sweden,SARS,3,0,2,Not Recorded
5/8/03,Switzerland,SARS,1,0,1,Not Recorded
5/8/03,Thailand,SARS,7,2,5,Not Recorded
5/8/03,UK,SARS,6,0,6,Not Recorded
5/8/03,US,SARS,63,0,33,Not Recorded
5/8/03,Vietnam,SARS,63,5,58,Not Recorded
5/9/03,Brazil,SARS,2,0,2,Not Recorded
5/9/03,Bulgaria,SARS,1,0,0,Not Recorded
5/9/03,Canada,SARS,145,22,94,Not Recorded
5/9/03,China,SARS,4805,230,1582,Not Recorded
5/9/03,Hong Kong,SARS,1667,210,1015,Not Recorded
5/9/03,Macau,SARS,1,0,0,Not Recorded
5/9/03,Taiwan,SARS,149,13,26,Not Recorded
5/9/03,Colombia,SARS,1,0,1,Not Recorded
5/9/03,Finland,SARS,1,0,0,Not Recorded
5/9/03,France,SARS,6,0,4,Not Recorded
5/9/03,Germany,SARS,9,0,9,Not Recorded
5/9/03,India,SARS,1,0,0,Not Recorded
5/9/03,Indonesia,SARS,2,0,1,Not Recorded
5/9/03,Italy,SARS,9,0,9,Not Recorded
5/9/03,Kuwait,SARS,1,0,1,Not Recorded
5/9/03,Malaysia,SARS,6,2,4,Not Recorded
5/9/03,Mongolia,SARS,9,0,6,Not Recorded
5/9/03,New Zealand,SARS,1,0,1,Not Recorded
5/9/03,Philippines,SARS,10,2,2,Not Recorded
5/9/03,Poland,SARS,1,0,0,Not Recorded
5/9/03,Ireland,SARS,1,0,1,Not Recorded
5/9/03,South Korea,SARS,1,0,1,Not Recorded
5/9/03,Romania,SARS,1,0,1,Not Recorded
5/9/03,Singapore,SARS,204,27,153,Not Recorded
5/9/03,South Africa,SARS,1,1,0,Not Recorded
5/9/03,Spain,SARS,1,0,1,Not Recorded
5/9/03,Sweden,SARS,3,0,2,Not Recorded
5/9/03,Switzerland,SARS,1,0,1,Not Recorded
5/9/03,Thailand,SARS,7,2,5,Not Recorded
5/9/03,UK,SARS,6,0,6,Not Recorded
5/9/03,US,SARS,63,0,33,Not Recorded
5/9/03,Vietnam,SARS,63,5,58,Not Recorded
5/10/03,Brazil,SARS,2,0,2,Not Recorded
5/10/03,Bulgaria,SARS,1,0,0,Not Recorded
5/10/03,Canada,SARS,145,22,97,Not Recorded
5/10/03,China,SARS,4884,235,1620,Not Recorded
5/10/03,Hong Kong,SARS,1674,212,1035,Not Recorded
5/10/03,Macau,SARS,1,0,0,Not Recorded
5/10/03,Taiwan,SARS,172,18,26,Not Recorded
5/10/03,Colombia,SARS,1,0,1,Not Recorded
5/10/03,Finland,SARS,1,0,0,Not Recorded
5/10/03,France,SARS,7,0,4,Not Recorded
5/10/03,Germany,SARS,9,0,9,Not Recorded
5/10/03,India,SARS,1,0,0,Not Recorded
5/10/03,Indonesia,SARS,2,0,1,Not Recorded
5/10/03,Italy,SARS,9,0,9,Not Recorded
5/10/03,Kuwait,SARS,1,0,1,Not Recorded
5/10/03,Malaysia,SARS,7,2,4,Not Recorded
5/10/03,Mongolia,SARS,9,0,6,Not Recorded
5/10/03,New Zealand,SARS,1,0,1,Not Recorded
5/10/03,Philippines,SARS,10,2,2,Not Recorded
5/10/03,Poland,SARS,1,0,0,Not Recorded
5/10/03,Ireland,SARS,1,0,1,Not Recorded
5/10/03,South Korea,SARS,1,0,1,Not Recorded
5/10/03,Romania,SARS,1,0,1,Not Recorded
5/10/03,Singapore,SARS,205,27,155,Not Recorded
5/10/03,South Africa,SARS,1,1,0,Not Recorded
5/10/03,Spain,SARS,1,0,1,Not Recorded
5/10/03,Sweden,SARS,3,0,2,Not Recorded
5/10/03,Switzerland,SARS,1,0,1,Not Recorded
5/10/03,Thailand,SARS,7,2,5,Not Recorded
5/10/03,UK,SARS,6,0,6,Not Recorded
5/10/03,US,SARS,64,0,34,Not Recorded
5/10/03,Vietnam,SARS,63,5,58,Not Recorded
5/12/03,Brazil,SARS,2,0,2,Not Recorded
5/12/03,Bulgaria,SARS,1,0,0,Not Recorded
5/12/03,Canada,SARS,143,22,98,Not Recorded
5/12/03,China,SARS,5013,252,1693,Not Recorded
5/12/03,Hong Kong,SARS,1683,218,1066,Not Recorded
5/12/03,Macau,SARS,1,0,0,Not Recorded
5/12/03,Taiwan,SARS,184,20,26,Not Recorded
5/12/03,Colombia,SARS,1,0,1,Not Recorded
5/12/03,Finland,SARS,1,0,0,Not Recorded
5/12/03,France,SARS,7,0,4,Not Recorded
5/12/03,Germany,SARS,9,0,9,Not Recorded
5/12/03,India,SARS,1,0,0,Not Recorded
5/12/03,Indonesia,SARS,2,0,1,Not Recorded
5/12/03,Italy,SARS,9,0,8,Not Recorded
5/12/03,Kuwait,SARS,1,0,1,Not Recorded
5/12/03,Malaysia,SARS,7,2,4,Not Recorded
5/12/03,Mongolia,SARS,9,0,6,Not Recorded
5/12/03,New Zealand,SARS,1,0,1,Not Recorded
5/12/03,Philippines,SARS,10,2,3,Not Recorded
5/12/03,Poland,SARS,1,0,0,Not Recorded
5/12/03,Ireland,SARS,1,0,1,Not Recorded
5/12/03,South Korea,SARS,2,0,1,Not Recorded
5/12/03,Romania,SARS,1,0,1,Not Recorded
5/12/03,Singapore,SARS,205,28,156,Not Recorded
5/12/03,South Africa,SARS,1,1,0,Not Recorded
5/12/03,Spain,SARS,1,0,1,Not Recorded
5/12/03,Sweden,SARS,3,0,2,Not Recorded
5/12/03,Switzerland,SARS,1,0,1,Not Recorded
5/12/03,Thailand,SARS,7,2,5,Not Recorded
5/12/03,UK,SARS,6,0,6,Not Recorded
5/12/03,US,SARS,64,0,34,Not Recorded
5/12/03,Vietnam,SARS,63,5,58,Not Recorded
5/13/03,Brazil,SARS,2,0,2,Not Recorded
5/13/03,Bulgaria,SARS,1,0,0,Not Recorded
5/13/03,Canada,SARS,143,22,99,Not Recorded
5/13/03,China,SARS,5086,262,1765,Not Recorded
5/13/03,Hong Kong,SARS,1689,225,1090,Not Recorded
5/13/03,Macau,SARS,1,0,0,Not Recorded
5/13/03,Taiwan,SARS,207,24,30,Not Recorded
5/13/03,Colombia,SARS,1,0,1,Not Recorded
5/13/03,Finland,SARS,1,0,0,Not Recorded
5/13/03,France,SARS,7,0,4,Not Recorded
5/13/03,Germany,SARS,9,0,9,Not Recorded
5/13/03,India,SARS,3,0,0,Not Recorded
5/13/03,Indonesia,SARS,2,0,1,Not Recorded
5/13/03,Italy,SARS,9,0,9,Not Recorded
5/13/03,Kuwait,SARS,1,0,1,Not Recorded
5/13/03,Malaysia,SARS,7,2,4,Not Recorded
5/13/03,Mongolia,SARS,9,0,6,Not Recorded
5/13/03,New Zealand,SARS,1,0,1,Not Recorded
5/13/03,Philippines,SARS,10,2,3,Not Recorded
5/13/03,Ireland,SARS,1,0,1,Not Recorded
5/13/03,South Korea,SARS,2,0,1,Not Recorded
5/13/03,Romania,SARS,1,0,1,Not Recorded
5/13/03,Singapore,SARS,205,28,157,Not Recorded
5/13/03,South Africa,SARS,1,1,0,Not Recorded
5/13/03,Spain,SARS,1,0,1,Not Recorded
5/13/03,Sweden,SARS,3,0,3,Not Recorded
5/13/03,Switzerland,SARS,1,0,1,Not Recorded
5/13/03,Thailand,SARS,7,2,5,Not Recorded
5/13/03,UK,SARS,4,0,4,Not Recorded
5/13/03,US,SARS,64,0,35,Not Recorded
5/13/03,Vietnam,SARS,63,5,58,Not Recorded
5/14/03,Brazil,SARS,2,0,2,Not Recorded
5/14/03,Bulgaria,SARS,1,0,0,Not Recorded
5/14/03,Canada,SARS,143,23,104,Not Recorded
5/14/03,China,SARS,5124,267,1811,Not Recorded
5/14/03,Hong Kong,SARS,1698,227,1128,Not Recorded
5/14/03,Macau,SARS,1,0,0,Not Recorded
5/14/03,Taiwan,SARS,238,30,38,Not Recorded
5/14/03,Colombia,SARS,1,0,1,Not Recorded
5/14/03,Finland,SARS,1,0,0,Not Recorded
5/14/03,France,SARS,7,0,4,Not Recorded
5/14/03,Germany,SARS,9,0,9,Not Recorded
5/14/03,India,SARS,3,0,0,Not Recorded
5/14/03,Indonesia,SARS,2,0,2,Not Recorded
5/14/03,Italy,SARS,9,0,9,Not Recorded
5/14/03,Kuwait,SARS,1,0,1,Not Recorded
5/14/03,Malaysia,SARS,7,2,5,Not Recorded
5/14/03,Mongolia,SARS,9,0,6,Not Recorded
5/14/03,New Zealand,SARS,1,0,1,Not Recorded
5/14/03,Philippines,SARS,10,2,3,Not Recorded
5/14/03,Ireland,SARS,1,0,1,Not Recorded
5/14/03,South Korea,SARS,3,0,1,Not Recorded
5/14/03,Romania,SARS,1,0,1,Not Recorded
5/14/03,Singapore,SARS,205,28,157,Not Recorded
5/14/03,South Africa,SARS,1,1,0,Not Recorded
5/14/03,Spain,SARS,1,0,1,Not Recorded
5/14/03,Sweden,SARS,3,0,3,Not Recorded
5/14/03,Switzerland,SARS,1,0,1,Not Recorded
5/14/03,Thailand,SARS,8,2,5,Not Recorded
5/14/03,UK,SARS,4,0,4,Not Recorded
5/14/03,US,SARS,64,0,35,Not Recorded
5/14/03,Vietnam,SARS,63,5,58,Not Recorded
5/15/03,Brazil,SARS,2,0,2,Not Recorded
5/15/03,Bulgaria,SARS,1,0,0,Not Recorded
5/15/03,Canada,SARS,142,23,107,Not Recorded
5/15/03,China,SARS,5163,271,1858,Not Recorded
5/15/03,Hong Kong,SARS,1703,234,1160,Not Recorded
5/15/03,Macau,SARS,1,0,0,Not Recorded
5/15/03,Taiwan,SARS,264,30,38,Not Recorded
5/15/03,Colombia,SARS,1,0,1,Not Recorded
5/15/03,Finland,SARS,1,0,0,Not Recorded
5/15/03,France,SARS,7,0,4,Not Recorded
5/15/03,Germany,SARS,9,0,9,Not Recorded
5/15/03,India,SARS,3,0,3,Not Recorded
5/15/03,Indonesia,SARS,2,0,2,Not Recorded
5/15/03,Italy,SARS,9,0,9,Not Recorded
5/15/03,Kuwait,SARS,1,0,1,Not Recorded
5/15/03,Malaysia,SARS,7,2,5,Not Recorded
5/15/03,Mongolia,SARS,9,0,7,Not Recorded
5/15/03,New Zealand,SARS,1,0,1,Not Recorded
5/15/03,Philippines,SARS,12,2,4,Not Recorded
5/15/03,Ireland,SARS,1,0,1,Not Recorded
5/15/03,South Korea,SARS,3,0,1,Not Recorded
5/15/03,Romania,SARS,1,0,1,Not Recorded
5/15/03,Singapore,SARS,205,28,157,Not Recorded
5/15/03,South Africa,SARS,1,1,0,Not Recorded
5/15/03,Spain,SARS,1,0,1,Not Recorded
5/15/03,Sweden,SARS,3,0,3,Not Recorded
5/15/03,Switzerland,SARS,1,0,1,Not Recorded
5/15/03,Thailand,SARS,8,2,5,Not Recorded
5/15/03,UK,SARS,4,0,4,Not Recorded
5/15/03,US,SARS,64,0,35,Not Recorded
5/15/03,Vietnam,SARS,63,5,58,Not Recorded
5/16/03,Brazil,SARS,2,0,2,Not Recorded
5/16/03,Bulgaria,SARS,1,0,0,Not Recorded
5/16/03,Canada,SARS,140,23,106,Not Recorded
5/16/03,China,SARS,5191,275,1947,Not Recorded
5/16/03,Hong Kong,SARS,1706,238,1171,Not Recorded
5/16/03,Macau,SARS,1,0,0,Not Recorded
5/16/03,Taiwan,SARS,274,35,46,Not Recorded
5/16/03,Colombia,SARS,1,0,1,Not Recorded
5/16/03,Finland,SARS,1,0,0,Not Recorded
5/16/03,France,SARS,7,0,4,Not Recorded
5/16/03,Germany,SARS,9,0,9,Not Recorded
5/16/03,India,SARS,3,0,3,Not Recorded
5/16/03,Indonesia,SARS,2,0,2,Not Recorded
5/16/03,Italy,SARS,9,0,9,Not Recorded
5/16/03,Kuwait,SARS,1,0,1,Not Recorded
5/16/03,Malaysia,SARS,7,2,5,Not Recorded
5/16/03,Mongolia,SARS,9,0,7,Not Recorded
5/16/03,New Zealand,SARS,1,0,1,Not Recorded
5/16/03,Philippines,SARS,12,2,4,Not Recorded
5/16/03,Ireland,SARS,1,0,1,Not Recorded
5/16/03,South Korea,SARS,3,0,1,Not Recorded
5/16/03,Romania,SARS,1,0,1,Not Recorded
5/16/03,Singapore,SARS,205,28,157,Not Recorded
5/16/03,South Africa,SARS,1,1,0,Not Recorded
5/16/03,Spain,SARS,1,0,1,Not Recorded
5/16/03,Sweden,SARS,3,0,3,Not Recorded
5/16/03,Switzerland,SARS,1,0,1,Not Recorded
5/16/03,Thailand,SARS,8,2,5,Not Recorded
5/16/03,UK,SARS,4,0,4,Not Recorded
5/16/03,US,SARS,65,0,34,Not Recorded
5/16/03,Vietnam,SARS,63,5,58,Not Recorded
5/17/03,Brazil,SARS,2,0,2,Not Recorded
5/17/03,Canada,SARS,140,23,106,Not Recorded
5/17/03,China,SARS,5209,282,2009,Not Recorded
5/17/03,Hong Kong,SARS,1710,243,1191,Not Recorded
5/17/03,Macau,SARS,1,0,0,Not Recorded
5/17/03,Taiwan,SARS,274,35,46,Not Recorded
5/17/03,Colombia,SARS,1,0,1,Not Recorded
5/17/03,Finland,SARS,1,0,0,Not Recorded
5/17/03,France,SARS,7,0,6,Not Recorded
5/17/03,Germany,SARS,9,0,9,Not Recorded
5/17/03,India,SARS,3,0,3,Not Recorded
5/17/03,Indonesia,SARS,2,0,2,Not Recorded
5/17/03,Italy,SARS,9,0,9,Not Recorded
5/17/03,Kuwait,SARS,1,0,1,Not Recorded
5/17/03,Malaysia,SARS,7,2,5,Not Recorded
5/17/03,Mongolia,SARS,9,0,7,Not Recorded
5/17/03,New Zealand,SARS,1,0,1,Not Recorded
5/17/03,Philippines,SARS,12,2,4,Not Recorded
5/17/03,Ireland,SARS,1,0,1,Not Recorded
5/17/03,South Korea,SARS,3,0,1,Not Recorded
5/17/03,Romania,SARS,1,0,1,Not Recorded
5/17/03,Singapore,SARS,205,28,157,Not Recorded
5/17/03,South Africa,SARS,1,1,0,Not Recorded
5/17/03,Spain,SARS,1,0,1,Not Recorded
5/17/03,Sweden,SARS,3,0,3,Not Recorded
5/17/03,Switzerland,SARS,1,0,1,Not Recorded
5/17/03,Thailand,SARS,8,2,5,Not Recorded
5/17/03,UK,SARS,4,0,4,Not Recorded
5/17/03,US,SARS,66,0,34,Not Recorded
5/17/03,Vietnam,SARS,63,5,58,Not Recorded
5/19/03,Brazil,SARS,2,0,2,Not Recorded
5/19/03,Canada,SARS,140,23,106,Not Recorded
5/19/03,China,SARS,5236,289,2148,Not Recorded
5/19/03,Hong Kong,SARS,1714,251,1213,Not Recorded
5/19/03,Macau,SARS,1,0,0,Not Recorded
5/19/03,Taiwan,SARS,344,40,50,Not Recorded
5/19/03,Colombia,SARS,1,0,1,Not Recorded
5/19/03,Finland,SARS,1,0,0,Not Recorded
5/19/03,France,SARS,7,0,6,Not Recorded
5/19/03,Germany,SARS,9,0,9,Not Recorded
5/19/03,India,SARS,3,0,3,Not Recorded
5/19/03,Indonesia,SARS,2,0,2,Not Recorded
5/19/03,Italy,SARS,9,0,9,Not Recorded
5/19/03,Kuwait,SARS,1,0,1,Not Recorded
5/19/03,Malaysia,SARS,7,2,5,Not Recorded
5/19/03,Mongolia,SARS,9,0,8,Not Recorded
5/19/03,New Zealand,SARS,1,0,1,Not Recorded
5/19/03,Philippines,SARS,12,2,8,Not Recorded
5/19/03,Ireland,SARS,1,0,1,Not Recorded
5/19/03,South Korea,SARS,3,0,1,Not Recorded
5/19/03,Romania,SARS,1,0,1,Not Recorded
5/19/03,Singapore,SARS,206,28,160,Not Recorded
5/19/03,South Africa,SARS,1,1,0,Not Recorded
5/19/03,Spain,SARS,1,0,1,Not Recorded
5/19/03,Sweden,SARS,3,0,3,Not Recorded
5/19/03,Switzerland,SARS,1,0,1,Not Recorded
